date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:35:10	1745/1745	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-6d1%22	https://templates.hibootstrap.com/cognizance/default/assets/css/slick.min.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/slick.min.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:10	3152/3152	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-c50%22	https://templates.hibootstrap.com/cognizance/default/assets/css/odometer.min.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/odometer.min.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:11	14259/14259	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-37b3%22	https://templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/datatables.min.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:12	166668/166668	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-28b0c%22	https://templates.hibootstrap.com/cognizance/default/assets/css/style.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/style.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:13	29534/29534	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-735e%22	https://templates.hibootstrap.com/cognizance/default/assets/css/dark.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/dark.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:14	48216/48216	---MCZ	200	added ('OK')	text/css	etag:W/%226639d779-bc58%22	https://templates.hibootstrap.com/cognizance/default/assets/css/responsive.css	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/css/responsive.css	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:14	1508/1508	---M--	200	added ('OK')	image/png	etag:%226639d779-5e4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/favicon.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/favicon.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:15	5993/5993	---M--	200	added ('OK')	image/png	etag:%226639d779-1769%22	https://templates.hibootstrap.com/cognizance/default/assets/img/logo.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/logo.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:15	5842/5842	---M--	200	added ('OK')	image/png	etag:%226639d779-16d2%22	https://templates.hibootstrap.com/cognizance/default/assets/img/logo2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/logo2.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:16	47075/47075	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/index-2.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/index-2.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:16	51061/51061	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/index-3.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/index-3.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:17	41113/41113	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/index-4.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/index-4.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:17	81530/81530	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/index-5.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/index-5.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:17	67973/67973	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/index-6.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/index-6.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:18	37913/37913	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/about-1.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/about-1.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:19	34448/34448	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:20%20GMT	https://templates.hibootstrap.com/cognizance/default/about-2.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/about-2.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:19	3079/3079	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:21%20GMT	https://templates.hibootstrap.com/cognizance/default/live-map-tracker.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/live-map-tracker.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:19	26262/26262	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/doctors.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/doctors.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:19	46848/46848	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:21%20GMT	https://templates.hibootstrap.com/cognizance/default/prevention.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/prevention.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:20	24044/24044	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/appointment.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/appointment.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:20	36372/36372	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:21%20GMT	https://templates.hibootstrap.com/cognizance/default/spread.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/spread.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:21	33549/33549	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/out-break.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/out-break.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:21	29681/29681	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/products.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/products.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:22	29275/29275	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/cart.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/cart.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:22	33998/33998	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/checkout.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/checkout.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:23	41075/41075	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/single-products.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/single-products.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:23	58765/58765	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:21%20GMT	https://templates.hibootstrap.com/cognizance/default/faq.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/faq.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:23	3798/3798	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/error-404.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/error-404.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:24	4786/4786	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:22%20GMT	https://templates.hibootstrap.com/cognizance/default/coming-soon.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/coming-soon.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:24	27971/27971	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:22%20GMT	https://templates.hibootstrap.com/cognizance/default/blog-1.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/blog-1.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:24	36446/36446	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/blog-2.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/blog-2.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:25	50401/50401	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:22%20GMT	https://templates.hibootstrap.com/cognizance/default/single-post.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/single-post.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:25	27781/27781	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20May%202024%2007:59:23%20GMT	https://templates.hibootstrap.com/cognizance/default/contact.html	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/contact.html	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:27	95368/95368	---M--	200	added ('OK')	image/png	etag:%226639d779-17488%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-img2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-img2.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:28	88858/88858	---M--	200	added ('OK')	image/png	etag:%226639d779-15b1a%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-img3.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-img3.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:29	129565/129565	---M--	200	added ('OK')	image/png	etag:%226639d779-1fa1d%22	https://templates.hibootstrap.com/cognizance/default/assets/img/banner-img1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/banner-img1.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:29	80004/80004	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-13884%22	https://templates.hibootstrap.com/cognizance/default/assets/img/about-img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/about-img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:29	34614/34614	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-8736%22	https://templates.hibootstrap.com/cognizance/default/assets/img/about-img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/about-img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:31	111701/111701	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1b455%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:32	100293/100293	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-187c5%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:32	105019/105019	---M--	200	added ('OK')	image/png	etag:%226639d779-19a3b%22	https://templates.hibootstrap.com/cognizance/default/assets/img/man.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/man.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:33	97012/97012	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-17af4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/spread-virus/img3.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:33	97662/97662	---M--	200	added ('OK')	image/png	etag:%226639d779-17d7e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/symptoms-img.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/symptoms-img.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:34	102009/102009	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18e79%22	https://templates.hibootstrap.com/cognizance/default/assets/img/funfacts.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/funfacts.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:34	7729/7729	---M--	200	added ('OK')	image/png	etag:%226639d779-1e31%22	https://templates.hibootstrap.com/cognizance/default/assets/img/icon1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/icon1.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:35	96622/96622	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1796e%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:36	102504/102504	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-19068%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:37	104116/104116	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-196b4%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img3.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:37	93207/93207	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-16c17%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img4.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img4.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:38	98937/98937	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18279%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img5.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img5.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:39	101402/101402	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18c1a%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img6.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/img6.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:39	10642/10642	---M--	200	added ('OK')	image/png	etag:%226639d779-2992%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape1.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:40	33346/33346	---M--	200	added ('OK')	image/png	etag:%226639d779-8242%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:41	66269/66269	---M--	200	added ('OK')	image/png	etag:%226639d779-102dd%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape3.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape3.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:41	34365/34365	---M--	200	added ('OK')	image/png	etag:%226639d779-863d%22	https://templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape4.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/how-to-protect/shape4.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:42	90157/90157	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1602d%22	https://templates.hibootstrap.com/cognizance/default/assets/img/faq-img.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/faq-img.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:43	45579/45579	---M--	200	added ('OK')	image/png	etag:%226639d779-b20b%22	https://templates.hibootstrap.com/cognizance/default/assets/img/faq-shape1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/faq-shape1.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:43	21210/21210	---M--	200	added ('OK')	image/png	etag:%226639d779-52da%22	https://templates.hibootstrap.com/cognizance/default/assets/img/faq-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/faq-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:44	93430/93430	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-16cf6%22	https://templates.hibootstrap.com/cognizance/default/assets/img/doctors/img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/doctors/img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:45	82964/82964	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-14414%22	https://templates.hibootstrap.com/cognizance/default/assets/img/doctors/img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/doctors/img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:46	103172/103172	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-19304%22	https://templates.hibootstrap.com/cognizance/default/assets/img/doctors/img3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/doctors/img3.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:46	100495/100495	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-1888f%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:47	96951/96951	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-17ab7%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:48	99607/99607	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18517%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img3.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:48	101656/101656	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-18d18%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img4.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img4.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:49	58980/58980	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-e664%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img5.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img5.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:50	54360/54360	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-d458%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img6.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img6.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:50	59732/59732	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-e954%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img7.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img7.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:51	67312/67312	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-106f0%22	https://templates.hibootstrap.com/cognizance/default/assets/img/products/img8.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/products/img8.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:52	68384/68384	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-10b20%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:52	17914/17914	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-45fa%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img1.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img1.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:53	13640/13640	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-3548%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img2.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img2.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:54	17384/17384	---M--	200	added ('OK')	image/jpeg	etag:%226639d779-43e8%22	https://templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img3.jpg	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/blog/small-img3.jpg	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:55	64902/64902	---M--	200	added ('OK')	image/png	etag:%226639d779-fd86%22	https://templates.hibootstrap.com/cognizance/default/assets/img/footer-shape1.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/footer-shape1.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:55	90767/90767	---M--	200	added ('OK')	image/png	etag:%226639d779-1628f%22	https://templates.hibootstrap.com/cognizance/default/assets/img/footer-shape2.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/footer-shape2.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
19:35:56	36584/36584	---M--	200	added ('OK')	image/png	etag:%226639d779-8ee8%22	https://templates.hibootstrap.com/cognizance/default/assets/img/footer-shape3.png	C:/My%20Web%20Sites/cognizance/templates.hibootstrap.com/cognizance/default/assets/img/footer-shape3.png	(from https://templates.hibootstrap.com/cognizance/default/index.html)
